strike,CMS,0.433686733,0,0.633592395,0.570614914,0.482222222,2,"[7, 5]",6,"[10, 7]",8.5
strike,CMS,0.437723875,0.1,0.633592395,0.570614914,0.482222222,2,"[6, 6]",6,"[9, 8]",8.5
strike,CMS,0.437117815,0.2,0.633592395,0.570614914,0.482222222,2,"[5, 6]",5.5,"[8, 8]",8
strike,CMS,0.442438126,0.3,0.611108014,0.362244422,0.517777778,2,"[3, 7]",5,"[3, 12]",7.5
strike,CMS,0.43060112,0.4,0.611108014,0.362244422,0.517777778,2,"[3, 7]",5,"[3, 12]",7.5
strike,CMS,0.435201168,0.5,0.611108014,0.362244422,0.517777778,2,"[3, 7]",5,"[3, 12]",7.5
strike,CMS,0.477990627,0.6,0.611108014,0.362244422,0.517777778,2,"[3, 7]",5,"[3, 9]",6
strike,CMS,0.437104225,0.7,0.611108014,0.362244422,0.517777778,2,"[3, 7]",5,"[3, 9]",6
strike,CMS,0.446964979,0.8,0.611108014,0.362244422,0.517777778,2,"[3, 7]",5,"[3, 9]",6
strike,CMS,0.441327572,0.9,0.611108014,0.362244422,0.517777778,2,"[3, 7]",5,"[3, 9]",6
strike,CMS,0.435286522,1,0.611108014,0.362244422,0.517777778,2,"[3, 7]",5,"[3, 9]",6
karate,CMS,0.461565971,0,0.837169463,0.882257541,0.97,2,"[8, 8]",8,"[13, 8]",10.5
karate,CMS,0.445289135,0.1,1,1,1,2,"[8, 10]",9,"[11, 14]",12.5
karate,CMS,0.443631411,0.2,0.837169463,0.882257541,0.97,2,"[8, 9]",8.5,"[11, 12]",11.5
karate,CMS,0.433731794,0.3,0.837169463,0.882257541,0.97,2,"[8, 8]",8,"[11, 12]",11.5
karate,CMS,0.459228516,0.4,0.836498117,0.882302455,0.97,2,"[6, 8]",7,"[9, 12]",10.5
karate,CMS,0.429844856,0.5,0.225966602,0.10954057,0.1575,2,"[3, 8]",5.5,"[4, 13]",8.5
karate,CMS,0.452739716,0.6,0.225966602,0.10954057,0.1575,2,"[3, 8]",5.5,"[4, 13]",8.5
karate,CMS,0.450969458,0.7,0.225966602,0.10954057,0.1575,2,"[3, 8]",5.5,"[4, 13]",8.5
karate,CMS,0.454553843,0.8,0.225966602,0.10954057,0.1575,2,"[3, 7]",5,"[4, 13]",8.5
karate,CMS,0.446508646,0.9,0.225966602,0.10954057,0.1575,2,"[3, 7]",5,"[4, 13]",8.5
karate,CMS,0.444857121,1,0.225966602,0.10954057,0.1575,2,"[3, 7]",5,"[4, 13]",8.5
polblogs,CMS,471.4355075,0,0.003405012,0.000272116,0.16625,2,"[1, 634]",317.5,"[1, 1169]",585
polblogs,CMS,502.9766386,0.1,0.003405012,0.000272116,0.16625,2,"[1, 331]",166,"[1, 357]",179
mexican,CMS,0.350359678,0,0.228840064,0.212129237,0.476666667,3,,,,
mexican,CMS,0.342316628,0.1,0.222065362,0.198617812,0.466666667,3,,,,
mexican,CMS,0.346986532,0.2,0.222065362,0.198617812,0.466666667,3,,,,
mexican,CMS,0.448373556,0.3,0.223707263,0.193198104,0.453333333,3,,,,
mexican,CMS,0.350776196,0.4,0.223707263,0.193198104,0.453333333,3,,,,
mexican,CMS,0.464069128,0.5,0.223707263,0.193198104,0.453333333,3,,,,
mexican,CMS,0.362346411,0.6,0.183562358,0.14606816,0.43,3,,,,
mexican,CMS,0.325604916,0.7,0.183562358,0.14606816,0.43,3,,,,
mexican,CMS,0.330260277,0.8,0.183562358,0.14606816,0.43,3,,,,
mexican,CMS,0.462328911,0.9,0.187283748,0.198617812,0.463333333,3,,,,
mexican,CMS,0.47100544,1,0.187283748,0.198617812,0.463333333,3,,,,
dolphin,CMS,0.487062216,0,0.60578658,0.479537827,0.553333333,3,,,,
dolphin,CMS,0.49839592,0.1,0.446798724,0.300248226,0.5,3,,,,
dolphin,CMS,0.49630475,0.2,0.733385306,0.566834918,0.583333333,3,,,,
dolphin,CMS,0.493982315,0.3,0.385068013,0.225512353,0.456666667,3,,,,
dolphin,CMS,0.489679337,0.4,0.108785408,0.081122871,0.38,3,,,,
dolphin,CMS,0.497927666,0.5,0.526612167,0.598330067,0.546666667,3,,,,
dolphin,CMS,0.48671031,0.6,0.526612167,0.598330067,0.546666667,3,,,,
dolphin,CMS,0.491488934,0.7,0.526612167,0.598330067,0.546666667,3,,,,
dolphin,CMS,0.506151199,0.8,0.526612167,0.598330067,0.546666667,3,,,,
dolphin,CMS,0.50643754,0.9,0.526612167,0.598330067,0.546666667,3,,,,
dolphin,CMS,0.495299578,1,0.151626597,0.039916111,0.1025,3,,,,
polbooks,CMS,0.84813118,0,0.503181749,0.585052406,0.170666667,5,,,,
polbooks,CMS,0.879312992,0.1,0.485748721,0.505437179,0.426,5,,,,
polbooks,CMS,0.85709095,0.2,0.485748721,0.505437179,0.426,5,,,,
polbooks,CMS,0.86618042,0.3,0.3364352,0.337967667,0.39,5,,,,
polbooks,CMS,0.865558386,0.4,0.317157554,0.30817445,0.150222222,5,,,,
polbooks,CMS,0.622473717,0.5,0.234841464,0.018390489,0.028444444,5,,,,
polbooks,CMS,0.66556859,0.6,0.234841464,0.018390489,0.028444444,5,,,,
polbooks,CMS,0.747810364,0.7,0.239884905,0.101469189,0.135111111,5,,,,
polbooks,CMS,0.674252033,0.8,0.228934851,-0.020880844,0.029777778,5,,,,
polbooks,CMS,0.668969393,0.9,0.228934851,-0.020880844,0.029777778,5,,,,
polbooks,CMS,0.696439028,1,0.19990276,-0.010799114,0.029111111,5,,,,